id,CPU clock(MHZ),CPU usage(%),vedio memory(MB),GPU usage(%),memory(MB),FPS,Type
773,1660,29,799,16,1176,9,0
774,1652,26,876,9,1191,10,0
775,1527,22,869,9,1150,8,0
776,1198,22,879,18,1215,4,0
777,1469,26,857,15,1131,10,0
778,1557,18,875,6,1260,8,0
779,1747,33,874,12,1207,10,0
780,1607,29,791,8,1210,6,0
781,1154,22,818,12,1180,9,0
782,1499,26,822,13,1191,9,0
783,1771,32,789,17,1141,8,0
784,1509,29,783,15,1179,3,0
785,1152,25,831,12,1203,3,0
786,1481,24,841,14,1133,6,0
787,1747,24,831,11,1207,6,0
788,1284,29,881,17,1206,10,0
789,1368,20,886,16,1180,6,0
790,1652,19,879,16,1108,8,0
791,1560,18,892,6,1270,10,0
792,1423,28,881,19,1194,9,0
793,1207,20,779,8,1260,10,0
794,1167,32,875,8,1116,4,0
795,1727,31,911,10,1250,6,0
796,1037,27,849,12,1125,3,0
797,1267,30,806,8,1246,3,0
798,1612,33,893,18,1126,9,0
799,1104,20,794,8,1184,6,0
800,1083,31,824,17,1178,4,0
801,1507,24,825,11,1162,3,0
802,1055,19,789,15,1126,3,0
803,1103,25,843,10,1112,9,0
804,1263,20,890,17,1229,9,0
805,1087,31,848,19,1121,6,0
806,1008,28,869,19,1230,6,0
807,1587,17,852,15,1248,6,0
808,1326,30,883,5,1223,7,0
809,1377,28,849,15,1164,9,0
810,1670,32,797,13,1114,9,0
811,1132,32,880,13,1139,6,0
812,1642,30,839,13,1129,6,0
813,1334,22,872,14,1238,7,0
814,1651,21,798,9,1200,8,0
815,1622,26,882,14,1287,10,0
816,1005,22,868,8,1177,10,0
817,1396,30,907,13,1124,3,0
818,1372,31,880,15,1208,6,0
819,1668,17,902,12,1149,9,0
820,1758,20,872,7,1146,6,0
821,1201,29,879,5,1273,10,0
822,1150,30,795,10,1240,5,0
823,1171,24,891,9,1145,10,0
824,1357,28,793,17,1276,4,0
825,1745,29,782,19,1152,10,0
826,1109,29,878,5,1285,7,0
827,1417,33,823,6,1146,7,0
828,1587,31,895,14,1275,4,0
829,1175,22,864,10,1124,6,0
830,1028,31,834,7,1110,9,0
831,1272,30,873,15,1278,5,0
832,1199,20,845,12,1121,6,0
833,1419,27,833,12,1132,7,0
834,1071,19,844,13,1122,6,0
835,1362,33,890,12,1226,10,0
836,1250,29,783,17,1201,6,0
837,1497,25,810,13,1100,10,0
838,1041,27,778,19,1218,3,0
839,1062,22,828,12,1259,8,0
840,1040,17,901,6,1188,6,0
841,1290,30,795,13,1120,3,0
842,1719,17,890,12,1215,10,0
843,1656,25,845,6,1282,4,0
844,1188,21,890,16,1147,4,0
845,1681,32,829,8,1215,4,0
846,1094,32,785,17,1148,3,0
847,1754,32,873,14,1182,7,0
848,1588,21,893,16,1174,6,0
849,1708,27,789,16,1220,10,0
850,1419,32,794,8,1121,7,0
851,1452,27,850,8,1279,10,0
852,1745,18,817,13,1131,10,0
853,1569,17,853,12,1167,4,0
854,1377,23,785,5,1252,4,0
855,1733,21,835,19,1225,10,0
856,1388,18,790,17,1271,7,0
857,1622,28,847,5,1231,3,0
858,1747,24,835,10,1170,3,0
859,1122,27,860,14,1257,8,0
860,1382,25,811,9,1288,7,0
861,1635,27,836,15,1157,3,0
862,1418,23,861,17,1177,9,0
863,1477,19,805,9,1100,4,0
864,1571,18,811,10,1236,9,0
865,1018,21,890,6,1197,3,0
866,1080,27,779,8,1202,5,0
867,1155,20,823,12,1133,3,0
868,1183,21,817,13,1164,5,0
869,1720,22,879,6,1265,8,0
870,1064,27,795,9,1191,6,0
871,1252,18,911,9,1248,8,0
872,1501,33,784,14,1236,7,0
873,1218,32,783,16,1208,10,0
874,1536,25,875,15,1109,5,0
875,1311,29,884,5,1188,3,0
876,1228,32,863,19,1277,6,0
877,1449,28,805,15,1180,5,0
878,1628,27,800,6,1139,6,0
879,1188,32,854,6,1166,5,0
880,1599,33,879,15,1263,6,0
881,1622,23,796,14,1105,6,0
882,1758,20,843,17,1233,9,0
883,1381,22,867,12,1251,7,0
884,1087,31,790,14,1113,10,0
885,1333,32,801,9,1152,3,0
886,1630,31,857,14,1150,5,0
887,1546,30,815,14,1202,4,0
888,1130,29,912,6,1161,7,0
889,1437,30,820,13,1284,4,0
890,1310,21,910,14,1245,7,0
891,1130,33,845,15,1165,8,0
892,1550,21,858,9,1123,8,0
893,1193,26,833,12,1136,6,0
894,1184,33,805,11,1186,5,0
895,1004,33,851,6,1179,4,0
896,1544,30,782,12,1175,7,0
897,1311,33,796,8,1278,9,0
898,1524,19,893,17,1190,5,0
899,1455,33,835,15,1212,3,0
900,1082,26,830,8,1282,6,0
901,1488,22,890,8,1211,8,0
902,1458,31,852,8,1148,8,0
903,1464,31,783,17,1235,3,0
904,1489,23,876,13,1203,8,0
905,1059,24,863,6,1227,4,0
906,1162,32,850,8,1254,9,0
907,1538,24,909,16,1183,6,0
908,1244,24,881,12,1203,6,0
909,1370,23,828,16,1275,8,0
910,1400,32,874,14,1181,6,0
911,1107,25,890,11,1185,4,0
912,1506,17,816,18,1103,8,0
913,1077,33,842,13,1120,10,0
914,1611,18,887,19,1135,5,0
915,1508,27,908,19,1182,7,0
916,1503,22,858,10,1181,8,0
917,1357,23,822,9,1149,7,0
918,1354,24,809,7,1245,4,0
919,1069,23,801,19,1281,8,0
920,1581,28,909,16,1219,9,0
921,1195,19,853,10,1267,9,0
922,1280,19,906,9,1201,10,0
923,1168,20,838,9,1157,7,0
924,1447,27,809,7,1187,3,0
925,1440,23,828,10,1124,6,0
926,1480,28,779,5,1131,9,0
927,1543,31,880,19,1176,10,0
928,1091,26,893,17,1158,10,0
929,1643,33,798,6,1107,3,0
930,1775,31,911,13,1149,10,0
931,1647,32,905,11,1238,3,0
932,1009,32,839,8,1105,3,0
933,1008,28,803,5,1139,5,0
934,1223,25,795,8,1256,6,0
935,1511,23,881,19,1120,6,0
936,1025,27,859,11,1170,4,0
937,1026,18,818,12,1235,10,0
938,1515,18,853,14,1170,9,0
939,1615,30,863,12,1191,3,0
940,1437,17,873,15,1175,3,0
941,1547,27,912,11,1251,3,0
942,1127,32,889,11,1172,6,0
943,1073,33,857,19,1283,9,0
944,1400,17,893,6,1178,5,0
945,1769,24,868,10,1197,10,0
946,1510,24,795,19,1152,5,0
947,1384,18,809,7,1130,5,0
948,1436,26,806,16,1167,4,0
949,1051,18,843,10,1155,10,0
950,1313,19,841,12,1235,10,0
951,1724,32,862,10,1150,9,0
952,1205,22,783,11,1247,4,0
953,1041,28,844,11,1231,5,0
954,1338,21,884,11,1115,9,0
955,1471,31,893,19,1231,3,0
956,1218,18,856,8,1152,9,0
957,1152,29,784,17,1221,5,0
958,1759,28,890,14,1178,9,0
959,1510,19,824,6,1192,5,0
960,1611,23,869,12,1284,3,0
961,1625,22,845,15,1139,5,0
962,1246,29,813,7,1198,7,0
963,1460,28,890,16,1195,5,0
964,1144,30,856,5,1119,4,0
965,1616,27,795,6,1164,6,0
966,1544,28,844,17,1205,5,0
967,1265,18,796,14,1157,9,0
968,1555,29,887,19,1236,6,0
969,1751,25,903,14,1131,8,0
970,1614,27,812,8,1208,7,0
971,1389,26,881,15,1201,10,0
972,1610,32,790,8,1116,6,0
973,1071,27,819,16,1210,5,0
974,1570,31,851,15,1178,5,0
975,1766,18,816,14,1187,7,0
976,1529,33,784,13,1235,10,0
977,1596,26,893,13,1256,3,0
978,1075,33,832,11,1212,10,0
979,1067,22,798,15,1278,7,0
980,1100,20,814,17,1270,9,0
981,1545,26,852,7,1270,4,0
982,1025,24,869,6,1151,4,0
983,1036,27,885,12,1281,6,0
984,1474,33,805,10,1252,5,0
985,1614,31,844,12,1247,8,0
986,1460,22,848,5,1218,6,0
987,1400,26,865,12,1110,7,0
988,1034,33,848,12,1263,7,0
989,1319,23,881,7,1284,8,0
990,1131,20,798,13,1289,10,0
991,1535,22,903,16,1224,7,0
992,1116,23,850,8,1174,10,0
993,1689,33,792,18,1253,8,0
994,1744,25,793,16,1257,7,0
995,1067,32,795,9,1189,6,0
996,1243,23,810,7,1216,7,0
997,1124,32,786,14,1118,9,0
998,1490,27,791,13,1125,6,0
999,1418,25,842,11,1281,5,0
1000,1676,26,902,15,1161,9,0
1001,1204,18,848,13,1198,8,0
1002,1633,31,790,13,1231,8,0
1003,1274,24,900,16,1104,7,0
1004,1424,27,801,17,1255,3,0
1005,1454,25,904,13,1197,5,0
1006,1547,30,879,18,1288,6,0
1007,1163,18,839,11,1115,6,0
1008,1321,26,895,16,1253,10,0
1009,1412,22,910,18,1189,6,0
1010,1654,23,871,15,1210,6,0
1011,1435,30,848,16,1129,5,0
1012,1742,24,886,8,1203,6,0
1013,1692,31,891,17,1228,3,0
1014,1310,26,838,9,1131,6,0
1015,1211,26,814,15,1175,10,0
1016,1396,19,810,7,1107,8,0
1017,1686,20,845,6,1266,4,0
1018,1302,31,871,13,1236,9,0
1019,1278,19,824,13,1147,9,0
1020,1261,23,905,5,1246,8,0
1021,1403,17,861,6,1137,3,0
1022,1269,26,890,14,1103,4,0
1023,1353,32,876,7,1234,7,0
1024,1252,27,787,18,1198,9,0
1025,1595,30,889,5,1185,5,0
1026,1567,19,894,16,1198,7,0
1027,1333,29,848,6,1151,4,0
1028,1044,29,858,17,1214,7,0
1029,1314,21,834,19,1228,6,0
1030,1550,25,802,16,1123,3,0
1031,1287,25,887,14,1117,5,0
1032,1426,23,802,6,1185,3,0
1033,1141,21,853,11,1142,7,0
1034,1355,20,839,17,1287,4,0
1035,1202,23,815,5,1277,4,0
1036,1604,21,801,17,1158,7,0
1037,1389,24,794,15,1152,5,0
1038,1105,17,790,15,1214,6,0
1039,1636,28,783,5,1273,3,0
1040,1317,28,818,10,1195,3,0
1041,1180,17,784,13,1189,5,0
1042,1676,24,865,14,1102,3,0
1043,1726,25,857,7,1289,5,0
1044,1408,22,818,9,1141,10,0
1045,1148,24,853,6,1266,6,0
1046,1067,18,841,13,1160,10,0
1047,1157,21,902,19,1190,10,0
1048,1637,20,787,14,1203,8,0
1049,1644,19,862,6,1161,5,0
1050,1631,20,801,10,1147,4,0
1051,1746,18,838,15,1255,7,0
1052,1103,31,812,6,1237,3,0
1053,1192,31,884,19,1275,9,0
1054,1111,30,905,19,1267,3,0
1055,1265,30,884,8,1213,8,0
1056,1557,20,903,13,1191,4,0
1057,1686,19,829,12,1189,10,0
1058,1402,22,881,14,1257,7,0
1059,1667,28,793,10,1154,3,0
1060,1136,33,893,12,1224,9,0
1061,1133,27,876,17,1247,7,0
1062,1653,21,802,6,1280,7,0
1063,1354,32,871,12,1250,4,0
1064,1036,20,907,13,1124,7,0
1065,1418,33,848,6,1255,6,0
1066,1729,25,842,11,1178,5,0
1067,1502,24,911,5,1256,6,0
1068,1535,29,886,12,1103,7,0
1069,1119,20,875,10,1275,6,0
1070,1647,17,878,5,1288,4,0
1071,1517,24,884,18,1190,9,0
1072,1373,25,845,15,1248,6,0
1073,1669,22,817,13,1252,9,0
1074,1099,24,882,5,1207,7,0
1075,1569,29,805,13,1234,3,0
1076,1623,32,826,17,1126,6,0
1077,1481,32,824,16,1149,5,0
1078,1538,25,879,10,1117,10,0
1079,1350,33,878,5,1132,8,0
1080,1372,22,796,5,1107,3,0
1081,1766,33,813,18,1199,7,0
1082,1215,28,844,6,1256,5,0
1083,1180,20,836,5,1285,7,0
1084,1274,27,870,12,1195,9,0
1085,1495,26,848,19,1239,8,0
1086,1534,27,848,12,1128,4,0
1087,1710,23,784,7,1238,5,0
1088,1609,17,899,13,1163,10,0
1089,1174,23,895,18,1237,10,0
1090,1566,23,907,18,1264,9,0
1091,1315,30,781,17,1237,6,0
1092,1670,26,830,11,1273,10,0
1093,1189,17,784,11,1237,5,0
1094,1019,23,874,19,1162,7,0
1095,1160,29,792,12,1227,8,0
1096,1265,21,845,15,1223,8,0
1097,1754,32,884,10,1267,10,0
1098,1744,30,874,18,1121,6,0
1099,1633,33,834,17,1132,10,0
1100,1718,17,909,18,1122,10,0
1101,1729,28,858,12,1240,5,0
1102,1295,32,814,19,1188,6,0
1103,1379,28,834,7,1268,7,0
1104,1074,29,808,17,1118,9,0
1105,1447,24,803,5,1110,6,0
1106,1027,31,791,5,1115,9,0
1107,1594,28,841,11,1131,7,0
1108,1140,18,887,17,1202,6,0
1109,1170,27,830,10,1229,7,0
1110,1459,28,833,12,1228,6,0
1111,1241,22,848,15,1279,6,0
1112,1504,32,844,19,1185,7,0
1113,1775,17,840,16,1195,10,0
1114,1463,28,797,10,1267,8,0
1115,1681,29,824,16,1206,10,0
1116,1687,23,912,14,1119,6,0
1117,1776,18,892,7,1228,7,0
1118,1650,18,801,7,1172,8,0
1119,1417,20,852,16,1174,9,0
1120,1397,29,880,15,1149,10,0
1121,1235,27,796,14,1153,9,0
1122,1626,24,784,6,1189,10,0
1123,1145,28,903,13,1203,7,0
1124,1720,21,782,16,1149,8,0
1125,1406,22,903,9,1111,5,0
1126,1458,19,863,17,1191,7,0
1127,1615,26,872,14,1257,4,0
1128,1086,30,848,16,1180,9,0
1129,1049,30,908,12,1289,10,0
1130,1032,26,847,13,1208,6,0
1131,1073,25,786,19,1153,6,0
1132,1007,18,786,18,1120,3,0
1133,1752,26,903,6,1235,3,0
1134,1545,19,908,12,1226,7,0
1135,1703,25,910,9,1162,9,0
1136,1627,29,808,13,1166,5,0
1137,1528,32,895,15,1132,3,0
1138,1217,31,821,13,1284,7,0
1139,1091,28,818,5,1261,3,0
1140,1171,27,802,7,1242,10,0
1141,1585,31,835,7,1188,4,0
1142,1111,29,857,7,1121,4,0
1143,1213,22,887,13,1163,5,0
1144,1478,25,841,16,1181,3,0
1145,1332,24,799,5,1223,3,0
1146,1617,23,811,6,1119,7,0
1147,1037,29,809,6,1153,6,0
1148,1182,21,793,7,1124,7,0
1149,1757,22,806,13,1144,4,0
1150,1233,17,863,5,1286,10,0
1151,1024,22,801,6,1190,8,0
1152,1516,24,842,17,1120,4,0
1153,1748,27,866,19,1191,8,0
1154,1710,31,798,7,1225,10,0
1155,1603,23,812,9,1216,9,0
1156,1750,32,902,8,1265,3,0
1157,1561,30,825,6,1202,4,0
1158,1219,30,834,13,1262,4,0
1159,1672,25,824,6,1238,3,0
1160,1710,17,891,13,1106,7,0
1161,1188,21,902,15,1121,4,0
1162,1076,23,780,10,1166,6,0
1163,1006,27,803,11,1225,5,0
1164,1494,18,810,10,1171,5,0
1165,1528,32,810,16,1123,8,0
1166,1206,29,781,15,1169,5,0
1167,1374,20,795,5,1283,3,0
1168,1170,23,800,14,1171,10,0
1169,1111,31,838,13,1226,9,0
1170,1140,21,837,8,1221,5,0
1171,1666,19,833,13,1228,7,0
1172,1727,21,810,7,1288,6,0
1173,1288,17,815,7,1200,5,0
1174,1402,29,831,18,1212,6,0
1175,1474,20,834,9,1119,4,0
1176,1184,33,818,12,1201,5,0
1177,1646,24,803,13,1253,6,0
1178,1160,19,811,7,1220,10,0
1179,1668,24,885,7,1103,9,0
1180,1672,25,881,5,1196,7,0
1181,1010,31,832,8,1202,5,0
1182,1023,26,888,6,1114,10,0
1183,1542,25,795,9,1130,10,0
1184,1430,26,846,11,1160,6,0
1185,1587,21,778,19,1268,4,0
1186,1050,32,850,18,1169,6,0
1187,1402,31,794,8,1216,4,0
1188,1049,28,783,13,1206,10,0
1189,1059,19,780,16,1250,7,0
1190,1080,24,876,14,1216,3,0
1191,1359,23,801,8,1245,7,0
1192,1534,28,854,7,1181,10,0
1193,1104,23,905,9,1275,9,0
1194,1047,24,782,11,1242,3,0
1195,1153,28,905,18,1109,6,0
1196,1080,24,857,5,1133,4,0
1197,1685,24,809,15,1182,9,0
1198,1509,18,888,10,1146,9,0
1199,1157,28,818,14,1116,6,0
1200,1283,28,785,5,1218,4,0
1201,1595,30,807,13,1151,7,0
1202,1686,31,778,14,1144,6,0
1203,1104,20,833,12,1179,8,0
1204,1395,31,803,13,1234,3,0
1205,1449,27,877,18,1166,9,0
1206,1525,22,780,7,1282,5,0
1207,1680,23,851,5,1258,7,0
1208,1302,28,858,12,1117,8,0
1209,1028,30,827,18,1167,3,0
1210,1641,23,854,5,1217,3,0
1211,1466,28,804,14,1261,3,0
1212,1369,19,790,18,1244,6,0
1213,1438,23,887,12,1186,5,0
1214,1107,18,829,16,1142,7,0
1215,1385,28,815,14,1191,10,0
1216,1687,28,891,18,1151,4,0
1217,1311,30,865,19,1226,9,0
1218,1456,31,787,16,1127,6,0
1219,1088,22,857,10,1226,7,0
1220,1275,30,886,15,1225,3,0
1221,1761,18,829,7,1137,8,0
1222,1664,32,837,8,1224,10,0
1223,1488,23,911,19,1166,3,0
1224,1315,19,845,17,1269,10,0
1225,1756,20,789,12,1123,9,0
1226,1670,28,867,6,1217,8,0
1227,1255,22,789,19,1229,7,0
1228,1732,20,804,6,1203,9,0
1229,1752,25,877,6,1168,4,0
1230,1205,19,814,5,1241,3,0
1231,1466,22,821,9,1119,4,0
1232,1411,21,801,14,1140,8,0
1233,1519,28,891,16,1114,7,0
1234,1322,32,794,19,1252,9,0
1235,1158,18,898,14,1289,9,0
1236,1129,22,857,6,1289,9,0
1237,1047,20,788,15,1131,7,0
1238,1217,17,862,5,1108,5,0
1239,1158,28,794,14,1221,4,0
1240,1268,32,782,11,1276,7,0
1241,1355,19,871,8,1185,5,0
1242,1432,30,812,12,1211,5,0
1243,1508,32,896,18,1150,7,0
1244,1225,31,863,12,1148,3,0
1245,1204,27,797,12,1198,6,0
1246,1030,18,792,15,1156,4,0
1247,1527,22,788,13,1286,3,0
1248,1152,24,851,14,1117,9,0
1249,1480,25,791,7,1158,9,0
1250,1763,20,806,17,1118,6,0
1251,1628,26,829,13,1239,6,0
1252,1039,29,873,16,1163,10,0
1253,1115,31,783,18,1207,9,0
1254,1545,24,827,14,1113,8,0
1255,1749,25,842,19,1212,4,0
1256,1046,19,795,16,1186,10,0
1257,1274,24,816,12,1143,4,0
1258,1357,30,871,8,1117,4,0
1259,1228,30,903,15,1284,3,0
1260,1092,23,780,16,1179,3,0
1261,1393,24,889,13,1183,6,0
1262,1600,31,825,6,1165,9,0
1263,1193,18,805,8,1259,10,0
1264,1734,30,778,18,1111,5,0
1265,1620,23,816,17,1158,7,0
1266,1398,22,894,6,1178,9,0
1267,1196,20,838,19,1151,5,0
1268,1380,20,783,10,1258,7,0
1269,1725,21,794,12,1180,5,0
1270,1583,18,876,15,1206,3,0
1271,1526,28,792,13,1152,3,0
1272,1226,26,899,15,1226,10,0
1273,1372,31,879,11,1238,4,0
1274,1310,25,905,16,1215,4,0
1275,1373,25,779,14,1117,7,0
1276,1131,24,814,10,1263,6,0
1277,1301,26,866,5,1164,3,0
1278,1649,25,908,16,1133,5,0
1279,1065,22,833,5,1253,6,0
1280,1720,22,880,15,1281,5,0
1281,1562,29,881,18,1240,6,0
1282,1335,18,802,17,1175,10,0
1283,1428,23,886,7,1251,8,0
1284,1707,25,894,7,1117,7,0
1285,1426,19,905,8,1122,10,0
1286,1212,32,869,7,1167,5,0
1287,1498,32,796,5,1225,8,0
1288,1177,17,883,6,1261,10,0
1289,1386,17,859,6,1248,10,0
1290,1621,25,802,9,1268,8,0
1291,1108,32,793,16,1199,5,0
1292,1553,21,833,18,1201,9,0
1293,1194,33,781,13,1132,9,0
1294,1703,21,809,8,1163,9,0
1295,1478,17,896,16,1191,5,0
1296,1135,18,907,8,1258,7,0
1297,1678,31,865,13,1148,7,0
1298,1249,32,829,15,1125,7,0
1299,1730,29,912,11,1217,3,0
1300,1517,32,840,18,1228,6,0
1301,1543,24,874,12,1219,10,0
1302,1734,24,907,13,1122,4,0
1303,1134,21,839,16,1250,8,0
1304,1093,19,870,17,1136,7,0
1305,1166,33,794,5,1128,9,0
1306,1387,25,876,13,1187,5,0
1307,1176,30,851,11,1185,10,0
1308,1567,29,907,6,1204,10,0
1309,1443,29,782,16,1244,4,0
1310,1349,19,843,12,1202,10,0
1311,1378,23,909,8,1230,3,0
1312,1502,23,846,13,1250,4,0
1313,1036,33,875,11,1220,9,0
1314,1482,18,911,15,1101,8,0
1315,1136,29,842,6,1155,10,0
1316,1775,27,843,16,1177,5,0
1317,1697,33,833,19,1221,4,0
1318,1453,22,842,5,1175,4,0
1319,1292,17,889,19,1138,3,0
1320,1583,24,881,17,1116,6,0
1321,1447,29,902,18,1193,5,0
1322,1165,21,905,6,1158,5,0
1323,1662,24,898,19,1175,3,0
1324,1150,29,861,18,1156,6,0
1325,1420,31,856,6,1255,5,0
1326,1637,22,825,6,1173,5,0
1327,1606,29,855,5,1192,8,0
1328,1172,19,825,13,1109,4,0
1329,1675,25,897,5,1123,7,0
1330,1719,19,786,11,1119,3,0
1331,1371,21,833,9,1142,5,0
1332,1767,24,880,10,1211,8,0
1333,1636,30,891,11,1204,4,0
1334,1297,18,816,15,1136,3,0
1335,1480,22,821,15,1106,3,0
1336,1707,25,849,14,1130,8,0
1337,1167,25,826,14,1225,10,0
1338,1385,32,818,14,1249,3,0
1339,1077,27,897,19,1103,5,0
1340,1720,28,780,16,1170,7,0
1341,1396,31,830,10,1222,8,0
1342,1385,17,908,17,1106,8,0
1343,1202,29,806,16,1111,9,0
1344,1657,25,803,14,1215,6,0
1345,1671,20,905,10,1244,7,0
1346,1696,20,894,16,1123,5,0
1347,1705,31,808,8,1117,9,0
1348,1679,18,886,16,1146,4,0
1349,1741,33,790,17,1152,4,0
1350,1342,31,862,15,1176,5,0
1351,1229,28,836,11,1223,8,0
1352,1408,28,879,17,1258,6,0
1353,1577,31,829,19,1251,9,0
1354,1129,30,810,5,1141,9,0
1355,1435,29,828,15,1191,3,0
1356,1715,26,848,11,1289,5,0
1357,1695,29,824,16,1206,10,0
1358,1200,32,782,11,1138,3,0
1359,1343,28,867,5,1198,7,0
1360,1521,31,911,5,1219,5,0
1361,1638,31,831,5,1192,3,0
1362,1561,23,838,16,1183,7,0
1363,1008,23,811,12,1286,3,0
1364,1082,29,873,8,1272,10,0
1365,1202,26,783,9,1164,8,0
1366,1733,18,815,10,1238,10,0
1367,1485,32,786,17,1116,3,0
1368,1219,19,809,15,1115,10,0
1369,1127,17,792,10,1110,3,0
1370,1552,19,880,9,1196,10,0
1371,1654,33,826,14,1159,8,0
1372,1634,18,901,14,1275,3,0
1373,1084,22,870,16,1208,3,0
1374,1182,31,798,7,1213,5,0
1375,1071,30,894,17,1289,5,0
1376,1697,30,831,7,1191,3,0
1377,1340,28,854,11,1266,3,0
1378,1199,30,811,10,1257,3,0
1379,1519,21,880,5,1270,9,0
1380,1481,30,791,7,1223,7,0
1381,1453,28,886,6,1245,4,0
1382,1195,23,802,10,1174,6,0
1383,1470,28,818,14,1109,5,0
1384,1405,23,866,17,1227,8,0
1385,1405,29,847,14,1195,6,0
1386,1224,29,846,12,1195,3,0
1387,1624,19,820,19,1123,8,0
1388,1342,30,815,18,1248,5,0
1389,1364,28,804,16,1101,3,0
1390,1765,26,895,12,1132,7,0
1391,1105,20,879,10,1275,10,0
1392,1590,22,838,16,1215,5,0
1393,1131,30,845,19,1131,6,0
1394,1335,24,862,8,1278,10,0
1395,1534,24,827,17,1199,7,0
1396,1576,30,786,14,1230,4,0
1397,1185,19,855,11,1196,4,0
1398,1438,32,853,16,1230,5,0
1399,1617,20,846,14,1281,3,0
1400,1189,20,811,14,1164,5,0
1401,1742,20,786,16,1206,9,0
1402,1704,24,799,19,1181,3,0
1403,1577,32,822,16,1164,9,0
1404,1106,28,878,14,1154,10,0
1405,1219,27,843,10,1278,4,0
1406,1553,25,818,9,1211,5,0
1407,1423,17,885,15,1266,4,0
1408,1539,19,830,6,1192,10,0
1409,1036,32,900,12,1117,6,0
1410,1469,25,877,7,1142,4,0
1411,1101,31,810,12,1140,10,0
1412,1464,27,906,12,1162,10,0
1413,1671,29,825,7,1188,10,0
1414,1108,33,819,8,1158,5,0
1415,1089,29,862,8,1259,8,0
1416,1569,31,789,7,1245,8,0
1417,1186,26,881,9,1182,10,0
1418,1619,33,887,17,1134,10,0
1419,1152,27,907,9,1258,10,0
1420,1218,25,875,16,1248,5,0
1421,1277,22,823,15,1230,8,0
1422,1744,18,876,6,1225,7,0
1423,1049,32,782,10,1178,6,0
1424,1555,21,850,7,1134,6,0
1425,1537,28,872,6,1263,10,0
1426,1554,32,860,18,1114,9,0
1427,1210,28,903,9,1213,8,0
1428,1260,25,828,14,1230,5,0
1429,1089,24,888,16,1142,8,0
1430,1711,22,792,16,1173,8,0
1431,1317,33,879,12,1234,8,0
1432,1510,20,858,13,1175,3,0
1433,1196,17,825,10,1279,10,0
1434,1292,17,898,11,1152,6,0
1435,1047,17,818,5,1214,6,0
1436,1225,27,865,7,1101,10,0
1437,1610,19,910,18,1251,6,0
1438,1705,20,817,9,1167,7,0
1439,1659,25,828,16,1102,4,0
1440,1346,17,876,15,1229,4,0
1441,1594,31,791,6,1105,9,0
1442,1402,29,884,15,1172,7,0
1443,1684,26,910,15,1277,9,0
1444,1492,25,832,5,1165,5,0
1445,1489,22,823,17,1251,5,0
1446,1757,25,853,19,1219,5,0
1447,1774,32,789,5,1202,8,0
1448,1332,29,886,19,1289,4,0
1449,1529,18,842,6,1160,8,0
1450,1406,30,820,8,1256,6,0
1451,1272,19,822,18,1108,5,0
1452,1741,33,887,9,1128,7,0
1453,1054,21,830,14,1140,9,0
1454,1103,27,843,11,1176,5,0
1455,1354,20,862,14,1185,7,0
1456,1765,32,857,6,1255,4,0
1457,1729,33,905,5,1256,8,0
1458,1197,25,872,17,1198,5,0
1459,1274,27,778,17,1127,6,0
1460,1543,32,815,13,1206,5,0
1461,1747,18,836,15,1286,10,0
1462,1333,19,812,17,1128,5,0
1463,1481,27,852,16,1218,3,0
1464,1051,22,780,18,1124,3,0
1465,1491,25,897,16,1150,8,0
1466,1184,23,890,7,1145,3,0
1467,1151,23,793,8,1153,4,0
1468,1267,27,837,6,1228,5,0
1469,1640,24,836,6,1164,6,0
1470,1242,22,810,14,1236,4,0
1471,1662,32,852,16,1154,7,0
1472,1091,22,824,18,1128,7,0
1473,1749,33,808,13,1241,3,0
1474,1599,23,836,12,1247,4,0
1475,1707,18,780,14,1240,10,0
1476,1111,19,854,17,1186,7,0
1477,1309,27,893,18,1167,4,0
1478,1398,30,827,5,1256,3,0
1479,1564,33,797,10,1248,3,0
1480,1526,30,858,11,1119,10,0
1481,1521,22,881,15,1236,5,0
1482,1079,17,797,8,1245,5,0
1483,1343,32,898,18,1193,9,0
1484,1271,30,862,6,1173,5,0
1485,1686,28,904,7,1159,5,0
1486,1752,21,862,13,1263,7,0
1487,1537,26,865,6,1178,4,0
1488,1703,30,912,15,1231,10,0
1489,1645,21,805,10,1107,3,0
1490,1305,27,906,14,1241,9,0
1491,1517,27,829,18,1235,5,0
1492,1446,33,833,12,1266,4,0
1493,1572,28,872,15,1227,5,0
1494,1084,23,793,16,1111,5,0
1495,1635,24,855,5,1272,7,0
1496,1300,23,849,17,1243,5,0
1497,1664,17,780,14,1116,5,0
1498,1575,28,908,13,1194,4,0
1499,1528,19,855,19,1182,5,0
1500,1172,25,791,12,1162,8,0
1501,1258,21,855,15,1119,10,0
1502,1658,28,857,16,1275,7,0
1503,1006,19,780,15,1273,9,0
1504,1251,26,792,11,1261,4,0
1505,1056,21,866,6,1236,9,0
1506,1269,33,884,7,1190,7,0
1507,1097,32,788,16,1204,4,0
1508,1389,26,861,10,1102,9,0
1509,1752,21,779,10,1128,3,0
1510,1389,31,806,7,1284,10,0
1511,1346,21,871,19,1109,5,0
1512,1326,18,798,11,1179,6,0
1513,1306,24,872,16,1195,4,0
1514,1169,17,893,18,1148,9,0
1515,1665,32,909,12,1207,3,0
1516,1405,22,811,9,1137,5,0
1517,1230,24,779,18,1105,4,0
1518,1115,30,910,15,1184,3,0
